9bd01201         U101201 CAN通讯异常 
f2f00316         U300316 蓄电池电压低 
f2f00317         U300317 蓄电池电压高 
f2c25887         U025887 与 ICM 通讯故障 
f2c25387         U025387 与 CHG 通讯丢失故障 
f2c25687         U025687 与 RMS 通讯故障 
f2c28082         U028082 MCU 生命信号异常 
f2c29887         U029887 与 DCDC 通讯故障 
f2c11087         U011087 与电机控制器 MCU 通讯丢失 
f2c11187         U011187 与 BMS 通讯丢失 
f2c12187         U012187 与 ABS/ESP(车身稳定系统) 通讯故障 
f2c13187         U013187 与 EPS(电动助力转向系统) 通讯故障 
f2c14087         U014087 与 BCM 通讯故障 
f2c07388         U007388 总线关闭 
f2d00087         U100087 与 UEC 通讯丢失故障 
f2402192         C002192 制动助力系统低真空度故障 
f2402194         C002194 真空泵常转故障 
f240217a         C00217A 制动助力系统泄漏故障 
f2402101         C002101 真空泵电气系统故障 
f2404601         C004601 绝对（大气）压力传感器故障 
f2404701         C004701 制动助力系统真空度传感器故障 
f20a0a94         P0A0A94 高低压互锁故障 
f20a9409         P0A9409 DCDC 故障 
f2078001         P078001 档位故障 
f2060444         P060444 RAM 故障 
f2060545         P060545 ROM 故障 
f2062f46         P062F46 EEPROM(电可擦除只读存储器) 故障 
f2063509         P063509 EPS(电动助力转向系统) 故障 
f213124b         P13124B 直流充电插座过温故障 
f213101c         P13101C 直流充电插座温度传感器 1 故障 
f213111c         P13111C 直流充电插座温度传感器 2 故障 
f213154b         P13154B 交流充电插座过温故障 
f2118674         P118674 充电电流异常 
f2103804         P103804 BCU/BMS 自检异常(初始化) 
f2103904         P103904 MCU 自检异常 
f2103364         P103364 BCU 自检超时 
f2103064         P103064 高压系统电压校验错误 
f2103464         P103464 MCU 高压自检超时 
f2103564         P103564 放电回路故障 
f1c25582         U025582 高压板 VMS 节点通讯丢失 
f10a9513         P0A9513 MSD/主保险断路 
f10aa272         P0AA272 正极继电器断路 
f10aa073         P0AA073 正极继电器粘连 
f10aa473         P0AA473 负极继电器粘连 
f10aa572         P0AA572 负极继电器断路 
f10ae273         P0AE273 预充继电器粘连 
f10ae372         P0AE372 预充继电器断路 
f111da01         P11DA01 AD0 模块故障 
f111db01         P11DB01 AD1 模块故障 
f111d829         P11D829 总电流检测电路故障 
f111d974         P11D974 负端继电器驱动通道 
f111de44         P11DE44 RAM 模块故障 
f111df01         P11DF01 时钟芯片故障 
f111dc01         P11DC01 FADC 模块故障 
f111dd45         P11DD45 FLASH 模块故障 
f111d213         P11D213 预充电阻断路 
f111d329         P11D329 内部总电压检测电路故障 
f111d144         P11D144 BCU-EEPROM(电可擦除只读存储器)读写故障 
f111d674         P11D674 预充电继电器驱动通道故障 
f111d729         P11D729 绝缘检测电路故障 
f111d429         P11D429 外部总电压检测电路故障 
f111d574         P11D574 正端继电器驱动通道故障 
f111ea12         P11EA12 BMU 使能驱动通道对电短路 
f111eb13         P11EB13 BMU 使能动通道开路 
f111e813         P11E813 预充继电器驱动通道开路 
f111e911         P11E911 BMU 使能驱动通道对地短路 
f111e311         P11E311 正极继电器驱动通道对地短路 
f111e101         P11E101 CAN 收发器故障 
f111e611         P11E611 预充继电器驱动通道对地短路 
f111e712         P11E712 预充继电器驱动通道对电短路 
f111e412         P11E412 正极继电器驱动通道对电短路 
f111e513         P11E513 正极继电器驱动通道开路 
f0c25582         U025582 高压板 VMS 节点通讯丢失 
f00a9513         P0A9513 MSD/主保险断路 
f00aa272         P0AA272 正极继电器断路 
f00aa073         P0AA073 正极继电器粘连 
f00aa473         P0AA473 负极继电器粘连 
f00aa572         P0AA572 负极继电器断路 
f00ae273         P0AE273 预充继电器粘连 
f00ae372         P0AE372 预充继电器断路 
f011da01         P11DA01 AD0 模块故障 
f011db01         P11DB01 AD1 模块故障 
f011d829         P11D829 总电流检测电路故障 
f011d974         P11D974 负端继电器驱动通道 
f011de44         P11DE44 RAM 模块故障 
f011df01         P11DF01 时钟芯片故障 
f011dc01         P11DC01 FADC 模块故障 
f011dd45         P11DD45 FLASH 模块故障 
f011d213         P11D213 预充电阻断路 
f011d329         P11D329 内部总电压检测电路故障 
f011d144         P11D144 BCU-EEPROM(电可擦除只读存储器)读写故障 
f011d674         P11D674 预充电继电器驱动通道故障 
f011d729         P11D729 绝缘检测电路故障 
f011d429         P11D429 外部总电压检测电路故障 
f011d574         P11D574 正端继电器驱动通道故障 
f011ea12         P11EA12 BMU 使能驱动通道对电短路 
f011eb13         P11EB13 BMU 使能动通道开路 
f011e813         P11E813 预充继电器驱动通道开路 
f011e911         P11E911 BMU 使能驱动通道对地短路 
f011e311         P11E311 正极继电器驱动通道对地短路 
f011e101         P11E101 CAN 收发器故障 
f011e611         P11E611 预充继电器驱动通道对地短路 
f011e712         P11E712 预充继电器驱动通道对电短路 
f011e412         P11E412 正极继电器驱动通道对电短路 
f011e513         P11E513 正极继电器驱动通道开路 
f7f00316         U300316 电池电压过低 
f7f00317         U300317 电池电压高 
f7c35a87         U035A87 和 EPB(电子驻车制动) 通讯丢失 
f7c35f87         U035F87 和 TPMS(胎压监测系统) 通讯丢失 
f7c36287         U036287 和 PEPS 通讯丢失 
f7c36387         U036387 和 UEC 通讯丢失 
f7c25b87         U025B87 和 SDM 通讯丢失 
f7c25987         U025987 和 ECC 通讯丢失 
f7c25687         U025687 和 RMS 通讯丢失 
f7c26087         U026087 和 EHU 通讯丢失 
f7c10087         U010087 和 VCU 通讯丢失 
f7c11087         U011087 和 MCU 通讯丢失 
f7c11187         U011187 和 BMS 通讯丢失 
f7c12187         U012187 和 ABS 通讯丢失 
f7c13187         U013187 和 EPS(电动助力转向系统) 通讯丢失 
f7c14087         U014087 和 BCM 通讯丢失 
f7c0738b         U00738B VBUS 总线关闭 
f7c0738c         U00738C ABUS 总线关闭 
f7150264         P150264 倒车雷达通讯丢失 
f7150063         P150063 仪表内部芯片间通讯丢失 
f7150044         P150044 DFLASH故障 
f7150022         P150022 仪表板内温度过高 
f7150023         P150023 仪表中控间通讯故障 
f6c00200         U000200 失去与ICM通讯 
f6c00300         U000300 失去与ABS或ESP(车身稳定系统)通讯 
f6c00000         U000000 CAN总线故障 
f6c00100         U000100 发送信息故障 
f6c00400         U000400 车速信号无效 
f6c00500         U000500 仪表板系统灯故障 
f6d10087         U110087 失去与EMS通讯 
f6900a55         B100A55 驾驶员安全气囊配置错误 
f6900a11         B100A11 驾驶员安全气囊对地短路 
f6900a12         B100A12 驾驶员安全气囊对电源短路 
f6900a1a         B100A1A 驾驶员安全气囊阻值过低 
f6900a1b         B100A1B 驾驶员安全气囊阻值过高 
f6900a1c         B100A1C 驾驶员安全气囊搭线 
f6900b55         B100B55 乘员安全气囊配置错误 
f6900b11         B100B11 乘员安全气囊对地短路 
f6900b12         B100B12 乘员安全气囊对电源短路 
f6900b1a         B100B1A 乘员安全气囊阻值过低 
f6900b1b         B100B1B 乘员安全气囊阻值过高 
f6900b1c         B100B1C 乘员安全气囊搭线 
f6900811         B100811 驾驶员侧外围加速传感器线短接到地 
f6900812         B100812 驾驶员侧外围加速传感器线短接到电源 
f690081c         B10081C 驾驶员侧外围加速传感器搭线 
f6900911         B100911 乘员侧外围加速传感器线短接到地 
f6900912         B100912 乘员侧外围加速传感器线短接到电源 
f690091c         B10091C 乘员侧外围加速传感器搭线 
f6900c11         B100C11 驾驶员侧前碰加速传感器线短接到地 
f6900c12         B100C12 驾驶员侧前碰加速传感器线短接到电源 
f6900c1c         B100C1C 驾驶员侧前碰加速传感器搭线 
f6900d11         B100D11 乘员侧前碰加速传感器线短接到地 
f6900d12         B100D12 乘员侧前碰加速传感器线短接到电源 
f6900d1c         B100D1C 乘员侧前碰加速传感器搭线 
f6900286         B100286 驾驶员侧外围传感器通信故障 
f6900296         B100296 驾驶员侧外围加速传感器损坏 
f6900264         B100264 驾驶员侧外围加速传感器可靠性故障 
f690024a         B10024A 驾驶员侧外围加速传感器安装不正确或初始化失败 
f6900255         B100255 驾驶员侧外围传感器配置错误 
f6900386         B100386 乘员侧外围传感器通信故障 
f6900396         B100396 乘员侧外围加速传感器损坏 
f6900364         B100364 乘员侧外围加速传感器可靠性故障 
f690034a         B10034A 乘员侧外围加速传感器安装不正确或初始化失败 
f6900355         B100355 乘员侧外围传感器配置错误 
f6900049         B100049 ECU内部故障 
f6900686         B100686 驾驶员侧前碰加速度传感器通信故障 
f6900696         B100696 驾驶员侧前碰加速度传感器损坏 
f6900664         B100664 驾驶员侧前碰加速度传感器可靠性故障 
f690064a         B10064A 驾驶员侧前碰加速度传感器连接错误或初始化错误 
f6900655         B100655 驾驶员前置传感器配置错误 
f6900786         B100786 乘员侧前碰加速度传感器通信故障 
f6900796         B100796 乘员侧前碰加速度传感器配置损坏 
f6900764         B100764 乘员侧前碰加速度传感器可靠性故障 
f690074a         B10074A 乘员侧前碰加速度传感器连接错误或初始化错误 
f6900755         B100755 乘员侧前碰加速度传感器配置错误 
f6901255         B101255 驾驶员安全带预紧器配置错误 
f6901211         B101211 驾驶员安全带预紧器对地短路 
f6901212         B101212 驾驶员安全带预紧器对电源短路 
f690121a         B10121A 驾驶员安全带预紧器阻值过低 
f690121b         B10121B 驾驶员安全带预紧器阻值过高 
f690121c         B10121C 驾驶员安全带预紧器搭线 
f6901355         B101355 乘员安全带预紧器配置错误 
f6901311         B101311 乘员安全带预紧器对地短路 
f6901312         B101312 乘员安全带预紧器对电源短路 
f690131a         B10131A 乘员安全带预紧器阻值过低 
f690131b         B10131B 乘员安全带预紧器阻值过高 
f690131c         B10131C 乘员安全带预紧器搭线 
f6901655         B101655 乘员安全气帘配置错误 
f6901611         B101611 乘员安全气帘对地短路 
f6901612         B101612 乘员安全气帘对电源短路 
f690161a         B10161A 乘员安全气帘阻值过低 
f690161b         B10161B 乘员安全气帘阻值过高 
f690161c         B10161C 乘员安全气帘搭线 
f6901755         B101755 驾驶员安全气帘配置错误 
f6901711         B101711 驾驶员安全气帘对地短路 
f6901712         B101712 驾驶员安全气帘对电源短路 
f690171a         B10171A 驾驶员安全气帘阻值过低 
f690171b         B10171B 驾驶员安全气帘阻值过高 
f690171c         B10171C 驾驶员安全气帘搭线 
f6901455         B101455 驾驶员侧面安全气囊配置错误 
f6901411         B101411 驾驶员侧面安全气囊对地短路 
f6901412         B101412 驾驶员侧面安全气囊对电源短路 
f690141a         B10141A 驾驶员侧面安全气囊阻值过低 
f690141b         B10141B 驾驶员侧面安全气囊阻值过高 
f690141c         B10141C 驾驶员侧面安全气囊搭线 
f6901555         B101555 乘员侧面安全气囊配置错误 
f6901511         B101511 乘员侧面安全气囊对地短路 
f6901512         B101512 乘员侧面安全气囊对电源短路 
f690151a         B10151A 乘员侧面安全气囊阻值过低 
f690151b         B10151B 乘员侧面安全气囊阻值过高 
f690151c         B10151C 乘员侧面安全气囊搭线 
f6904900         B104900 安全带点爆 
f6904016         B104016 电源电压过低 
f6904017         B104017 电源电压过高 
f6905200         B105200 碰撞记录永久锁定(无法再用) 
f6905000         B105000 前碰撞已点爆 
f6905100         B105100 侧碰撞已点爆 
f5f00316         U300316 电池电压过低 
f5f00317         U300317 电池电压过高 
f5c07388         U007388 CAN 总线关闭故障 
f5159202         P159202 左后轮速传感器信号-大公差 
f5159212         P159212 左后轮速传感器信号-短路 
f5159213         P159213 左后轮速传感器信号-开路 
